sample,cksum
i3dpost_chris_bend_177-0-29.avi,e836c0d0949d922fc00045b5c8f9dafd
i3dpost_chris_bend_177-30-59.avi,c55be8b2e5c9448209c836fbc3b8135e
i3dpost_chris_bend_177-60-89.avi,7b0ba727056c30c2493ac7ae8c4674b9
i3dpost_chris_bend_178-0-29.avi,3ee102241f0efde713d8d831de236ca1
i3dpost_chris_bend_178-30-59.avi,eb5fca80a61c7abfe1aac309e70ca5fe
i3dpost_chris_bend_178-60-89.avi,b78127deadcc9fb1ac5c9f7be8b17b8b
i3dpost_chris_bend_179-0-29.avi,07b6558c63d7a77510734bc701968131
i3dpost_chris_bend_179-30-59.avi,f9346255d7f3f09f2e0549ac9855f5b2
i3dpost_chris_bend_179-60-89.avi,08b5ad2f8fe11d04083472ee4e3f0875
i3dpost_chris_bend_180-0-29.avi,3216d2ad3aeffaea46d03033742646f8
i3dpost_chris_bend_180-30-59.avi,a1e135688e3ab0238a3ef05fef23772d
i3dpost_chris_bend_180-60-89.avi,b67132b58697c02d78519f0540d73a7f
i3dpost_chris_bend_180-90-119.avi,ba0d01945261f8ba762bbf0982fc2d97
i3dpost_chris_bend_181-0-29.avi,de9fa187dcbe28819ed189c15e6ae416
i3dpost_chris_bend_181-30-59.avi,bab55ddb5e41fd2e568226fae4bab9e7
i3dpost_chris_bend_181-60-89.avi,2d94a5f74ce48559d1016eceefaef9a3
i3dpost_chris_bend_182-0-29.avi,72019683edfb37794a0d58361e6e1598
i3dpost_chris_bend_182-30-59.avi,b0dfdde355fe9ac501ec3857a063a5f2
i3dpost_chris_bend_182-60-89.avi,802f047b7bce9af9f5c72cf01f0699bf
i3dpost_chris_bend_183-0-29.avi,8d711882c2573af07bcfdb91845f1e50
i3dpost_chris_bend_183-30-59.avi,a3fad9ee22c9184aaca701cd8984e40f
i3dpost_chris_bend_183-60-89.avi,0f6c490081db389d07244099fdd45894
i3dpost_chris_bend_184-0-29.avi,b10befff0512bf9eba783a278013d73d
i3dpost_chris_bend_184-30-59.avi,daaeb3e1d469925f37d93ed2a1ecee76
i3dpost_chris_bend_184-60-89.avi,0575694aa3c3e60c15899a7bbdb8209f
i3dpost_chris_jog_187-0-29.avi,82bb362e3593ac45e7890395935ed4c5
i3dpost_chris_jog_190-0-29.avi,512b7c20d281a3dcd70914c29202410c
i3dpost_chris_jog_191-0-29.avi,a028588ae4115ce255b86574939f29a1
i3dpost_chris_jump_161-30-59.avi,41602e9aa477f0fbd2ca77477247ec07
i3dpost_chris_jump_161-60-89.avi,7b33f282533f8d9495cd36483c74c8ba
i3dpost_chris_jump_161-90-119.avi,16f9ac6b60e10b4c7b922c9a8c687db5
i3dpost_chris_jump_162-0-29.avi,de6a1ac24a54e68777c1045338e9b8f0
i3dpost_chris_jump_162-30-59.avi,b130a1e9b2a9853b7cc38f70334231a8
i3dpost_chris_jump_162-60-89.avi,bb11473fe71250baadd3793a4ba73be6
i3dpost_chris_jump_163-0-29.avi,8214dff397ed23d739f1b74940994228
i3dpost_chris_jump_163-30-59.avi,f395c8a48a556c3a500bd8344f7ac754
i3dpost_chris_jump_163-60-89.avi,722b5e99c1d619d8f351f630147beead
i3dpost_chris_jump_164-0-29.avi,b3cf036582a959540d80dc44dc8bc1cc
i3dpost_chris_jump_164-30-59.avi,810eb20c9a1de0c426036f55d8d7cceb
