sample,cksum
isld_safaa_point_86-30-50.avi,8b6c759e940839b64d13c06e6a7a6129
i3dpost_chris_walk_156-0-29.avi,8708e585ccd48bd3b2c088909652c039
ixmas_hedlena3_kick_761-30-59.avi,f6a5930b9824894ce9d1eb147c792e46
utdmhad_ss8_get-up_t2_50-0-29.avi,6cffda8f1f5ba97a27d6c557aebc3e13
kth_person17_walk_76-72-101.avi,afa7e46c0ab6e7008ae209ee4b3875c1
ixmas_nicolas2_scratch-head_1322-30-59.avi,a25106ef3ac4334b771cf28dda7b6b0e
ixmas_nicolas1_sit-down_465-30-89.avi,2e16368c12b2d29bfada728849417549
isld_anna_bend_215-0-29.avi,cef1f4ef2cca55755f6e5f0f5590a304
kth_person09_wave2_559-210-239.avi,1e0922686f7d115b980a66cf034e826c
kth_person12_box_91-600-629.avi,74a7cb68116d4737cb0931305df83b2c
ixmas_julien1_turn_1063-0-29.avi,4d121ec65752adb918310adcf85697be
kth_person24_walk_271-604-633.avi,066fc78beb1741604a03feda633ed88b
ixmas_andreas2_get-up_192-0-29.avi,c508546559d99d7b1d67645f0d64c846
kth_person20_walk_56-43-72.avi,fec83e39dd6dcce190c3cec3be158bfb
kth_person11_wave2_561-420-449.avi,8a6b64b4ee0c8c3a06875d99a6fd213d
isld_scott_sit-down_322-30-59.avi,bd38c6b396ee36df2241f20977ea5bc5
isldas_federico_hands-clap_986-0-29.avi,4d2620c41cf5c6864ba0df38f578d81e
ixmas_hedlena1_turn_85-30-59.avi,8e3be3fd724597089105f7b4e69e4677
utdmhad_ss7_wave1_t2_527-0-29.avi,957d74d34a98c8e11096362d1a8d9469
isldas_federico_kick_999-0-29.avi,0c821393ca45a2fc91b50dd5b974df99
utdmhad_ss4_wave1_t1_336-0-29.avi,d3bbe37fe0023b4e444fde9fefcc3d6e
ixmas_florian2_scratch-head_781-0-29.avi,de657a4725e396107eac2218814a1743
isldas_federico_walk_660-0-29.avi,6fe45a859c6582b3c5a7532e3a7c9db2
i3dpost_hansung_pjump_312-60-89.avi,05d80d55597e06d3e4701cb8f4fee75d
isldas_federico_wave1_111-0-29.avi,801bc91e2188d67c1f7f87021b664e4f
i3dpost_jon_walk_102-30-59.avi,80823367883d9e6bee92ccb906cf3f7a
kth_person08_hands-clap_472-240-269.avi,fc51b72747ab3b0f68a916722f73cae8
kth_person02_hands-clap_415-330-359.avi,254e0f6428cdebefc8692f2c69ea753a
ixmas_julien1_turn_72-30-59.avi,876fe92bd8fdf5e0899773d84d0833a1
kth_person21_run_65-48-127.avi,135af7994bd9a3533bcda9cbf8468a1a
